Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
13087;1672;Succhiarola Johnson con Valvola di Non Ritorno;Johnson Bilge Strainer with Check Valve;"Succhiarola in Plastica Johnson con valvola di non ritorno progettata per evitare che i detriti di sentina blocchino il condotto di aspirazione. 
Mantiene l'adescamento nella tubatura di aspirazione. 
Di facile manutenzione e pulizia senza l'utilizzo di attrezzi.";Johnson bilge strainer with non-return valve designed to prevent bilge debris blocking the inlet suction pipe. It maintains priming in suction pipes. Easy to maintain and clean without using any tools.
13090;2506;Torcia LED Black Eye 50;LED Black Eye 50 Spotlight  ;Torcia LED extrapotente con autonomia di oltre 2 ore di luce continua.  Parabola stagna con LED extraluminoso da 3W di potenza. Corpo in Alluminio rivestito in Gomma Soft-Touch e ghiera paracolpi. Batteria ricaricabile da fonte 220V con alimentatore + spina e cavo 12V.;Extra power LED spotlight with more than 2 hours of continuous autonomy. Watertight bulb with extra bright 3W LED. Soft-Touch Rubber coated Aluminum body with shockproof ring. Battery can be recharged with 220 V charger.
13105;11414;Taniche Military per Carburante;Metal Military Fuel Cans;"Taniche in metallo tipo Military. 
Costruite in accordo con le più severe norme di sicurezza.";"Metal Military fuel cans. 
Built according to the most severe safety rules."
13110;13109;Bozzello Singolo;Single Block;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13111;13109;Bozzello Singolo con Arricavo;Single Block with Becket;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13112;13109;Bozzello Violino;Fiddle Block;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13113;13109;Bozzello Violino con Arricavo;Fiddle Block with Becket;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13114;13109;Bozzello Doppio;Double Block;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13115;13109;Bozzello Doppio con Arricavo;Double Block with Becket;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13116;13109;Bozzello Triplo;Triple Block;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13117;13109;Bozzello Triplo con Arricavo;Triple Block with Becket;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e grillo in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and shackle. The high quality materials guarantee high work loads and extra lightness.
13118;13109;Bozzello Web;Web Block for Line Connection;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. The high quality materials guarantee high work loads and extra lightness.
13119;13109;Rinvio Singolo e Doppio;Single and Double Cheek Blocks;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di viti in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel screws. The high quality materials guarantee high work loads and extra lightness.
13120;13109;Bozzello su Golfare a U;U-Bolt Stand-up Block;Bozzello molto robusto senza perni e viti con telaio in Alluminio Ossidato nero e teflonato in un unico pezzo. Con pulegge in resina su doppio cuscinetto a sfere che non necessita di lubrificazione. Compreso di testa girevole e golfare in Acciaio Inox ad alta resistenza. L'uso dei migliori materiali garantisce leggerezza e carichi di lavoro elevati.;"One piece tefloned black Oxidised Aluminum frame very robust block without screws and pins. With resin sheaves and double selfcaptive ball bearing that does not need lubrication. Complete with high resistance Stainless Steel swiveling top and U bolt. The high quality materials guarantee high work loads and extra lightness.

"
13133;3759;Winch Self Tailing XT Velocita' Ridotta;Reduced Speed Self-Tailing XT Winch;"Winch Self Tailing XT compatti a velocità ridotta lenta e potente. Nell'altro verso la manovella gira libera. Per scotte da 6&lt;&gt;10 mm.";"Self-Tailing XT compact winch with reduced speed giving slow but powerful force. The handle turns freely the other way. For 6&lt;&gt;10 mm sheets.
"
13138;13137;Segnalatore EPIRB GME Cat.2;EPIRB GME Cat.2 Signal System;"Segnalatore di emergenza EPIRB Cat.2 per l'invio automatico dei dati posizione al Centro Coordinamento Soccorsi tramite il sistema satellitare COSPAS-SARSAT. Opera sul nuovo sistema MEOSAR con una localizzazione molto precisa di 45 m.&nbsp;Dotato di un alloggiamento a sgancio rapido, può essere attivato manualmente o mediante immersione grazie allo Sea Switch. Trasmissione su 406 e 121 Mhz.↵Obbligatorio su imbarcazioni da diporto abilitate alla navigazione senza limiti e su unità da pesca abilitate alla navigazione oltre le 6 miglia.↵Attenzione: non si attiva per immersione finchè resta sul suo supporto.";"EPIRB Cat.2 emergency beacon. It automatically sends position data to search and rescue authorities using the global satellite COSPAS-SARSAT system. It operates on new MEOSAR system offering a precise localization of 45 m. 
With quick-release mounting bracket, it can be activated manually or using the Sea Switch when submerged in water. Transmission on 406 and 121 Mhz. ↵
 Mandatory for pleasure crafts without navigation limits from shore and for fishing boats in case of navigation over 6 miles from shore. ↵Attention: the device doesn't activate in water unless removed from mounting bracket."
13139;13137;Segnalatore EPIRB GME Cat.1;EPIRB GME Cat.1 Signal System;"Segnalatore di emergenza EPIRB Cat.1 per l'invio automatico dei dati posizione al Centro Coordinamento Soccorsi tramite il sistema satellitare COSPAS-SARSAT. Opera sul nuovo sistema MEOSAR con una localizzazione molto precisa di 45 m.&nbsp;Totalmente automatico, con gancio idrostatico e involucro resistente.  Attivazione automatica prima di raggiungere i 4 m di profondità, attivabile anche manualmente. Trasmissione su 406 e 121 Mhz.↵Obbligatorio su imbarcazioni da diporto abilitate alla navigazione senza limiti e su unità da pesca abilitate alla navigazione oltre le 6  miglia.";EPIRB Cat.1 emergency beacon. It automatically sends position data to search and rescue authorities using the global satellite COSPAS-SARSAT system. It operates on new MEOSAR system offering a precise localization of 45 m.  Completely automatic, with hydrostatic release system and hard casing.  It activates automatically before reaching 4 m water depth, but it can also be activated manually. Transmission on 406 and 121 Mhz.↵Mandatory for pleasure crafts without navigation limits from shore and for fishing boats in case of navigation over 6 miles from shore.
13143;13141;Carrello e Rotaia Genoa 26x4;Genoa Car and Track 26x4;"Carrello in Alluminio ossidato Nero con fermo d’arresto in Acciaio Inox AISI 316 e pattini di scorrimento in Nylon. Supporto puleggia in Acciaio Inox AISI 316 orientabile (± 50°).&nbsp;↵Puleggia in resina su cuscinetti a sfere laterali (self-captive) a sezione allargata per il passaggio della doppia scotta. Carico di lavoro&nbsp;(SWL) 800 Kg. ↵↵
Rotaia a T passo foratura 50 mm. ↵
Profilo in Alluminio ad alta resistenza.↵Fissaggio con viti da 5 mm.";"Black burnished Aluminum car with 316 Stainless Steel stop pin and Nylon sliding 
inserts. Swiveling (±50°) 316 Stainless Steel sheave base.↵Resin sheave with 2 side (self-captive) ball bearings, wide section for two sheets. Working load (SWL) 800 Kg. ↵↵
T Track with 50 mm spaced holes. ↵
High resistance anodized Aluminum.&nbsp;↵Mounting with 5 mm screws."
13144;13141;Carrello e Rotaia Genoa 32x6;Genoa Car and Track 32x6;"Carrello in Alluminio ossidato Nero su pattini in Nylon a basso attrito. Supporto puleggia in Acciaio AISI 316 orientabile (± 50°). Puleggia in resina con doppio cuscinetto laterale a sfere (self/captive) a sezione allargata per il passaggio della doppia scotta. Fermo d’arresto in Acciaio AISI 316 con posizione di disinserimento. Arricavo frontale. ↵Carico di lavoro (SWL) 2800 Kg. ↵↵
Rotaia a T passo foratura 100 mm. ↵
Profilo in Alluminio ad alta resistenza anodizzato. ↵
Fissaggio con viti da 6 mm.";"Black burnished Aluminum car on low-friction Nylon sliding inserts. Swiveling (±50°) 316 Stainless Steel sheave base. Resin sheave with 2 side (self-captive) ball bearings, wide section for two sheets.  316 Stainless Steel pin with lock-up position. Frontal becket.&nbsp; &nbsp;↵
Working load (SWL) 2800 Kg.&nbsp;&nbsp;↵↵ T Track with 100 mm spaced holes.&nbsp; &nbsp;↵
High resistance anodized Aluminum.&nbsp; &nbsp;↵
Mounting with 6 mm screws.
"
13145;13141;Carrello e Rotaia Genoa 40x8;Genoa Car and Track 40x8;"Carrello in Alluminio ossidato Nero su pattini in Nylon a basso attrito. Supporto puleggia in Acciaio AISI 316 orientabile (± 50°). Puleggia in Alluminio con doppio cuscinetto 
laterale a sfere. Fermo d’arresto in Acciaio AISI 316 con posizione di disinserimento. Arricavo frontale.↵Carico di lavoro (SWL) 3800 Kg. ↵↵
Rotaia a T passo foratura 100 mm. ↵
Profilo in Alluminio ad alta resistenza anodizzato. ↵
Fissaggio con viti da 8 mm.";"Black burnished Aluminum car on low-friction Nylon sliding inserts. Swiveling (±50°) 316 Stainless Steel sheave base. 
Aluminum sheave with 2 side ball bearings. 
316 Stainless Steel pin with lock-up position. Becket for remote control line. SWL 3800 Kg.↵ 
T Track with 100 mm spaced holes.↵ 
High resistance anodized Aluminum.↵Mounting with 8 mm screws."
